# HIP Sn So Nc RArad DErad Plx pmRA pmDE e_RArad e_DErad e_Plx e_pmRA e_pmDE Ntr F2 F1 var ic Hpmag e_Hpmag sHp VA B_V e_B_V V_I UW1 UW2 UW3 UW4 UW5 UW6 UW7 UW8 UW9 UW10 UW11 UW12 UW13 UW14 UW15
# taken from HIP2.dat from https://code.google.com/p/pystaratlas/
98036 5 0 1 5.2155358416 0.1118395311 73.0 45.27 -481.91 0.14 0.13 0.2 0.18 0.2 147 -1.0 0 0.0 0 3.8668 0.0004 0.004 0 0.855 0.007 0.89 1.49 -7.22 1.25 1.04 0.69 1.05 -4.58 0.37 -1.72 1.16 3.76 -3.59 1.21 -2.77 1.0
98110 5 0 1 5.2198722715 0.6123224263 24.17 -33.61 -27.87 0.1 0.12 0.15 0.12 0.13 155 -0.62 0 0.0 0 4.0619 0.0005 0.004 0 1.019 0.004 0.98 1.02 0.6 1.06 -0.42 -0.28 1.0 0.83 -0.97 0.47 1.01 -0.81 2.37 -0.39 0.81 1.0
98337 5 0 1 5.2305617932 0.3402011954 12.62 66.21 22.22 0.11 0.1 0.18 0.14 0.12 162 -0.12 0 0.0 0 3.6215 0.0006 0.007 0 1.571 0.001 1.65 1.04 2.3 1.05 0.57 -0.14 1.0 1.38 1.18 0.15 1.05 1.68 2.71 -0.45 2.81 1.0
98412 5 0 1 5.2348368812 -0.6156866089 6.29 5.6 -25.81 0.18 0.11 0.21 0.26 0.15 80 -1.38 1 0.0 0 4.3114 0.0005 0.004 0 -0.15 0.003 -0.15 1.05 -1.71 1.03 1.01 0.47 1.02 -0.43 0.13 -0.68 1.01 0.36 1.14 0.62 -0.93 1.0
98495 5 0 1 5.2385616252 -1.2725227738 31.04 81.78 -132.16 0.1 0.13 0.17 0.11 0.14 181 2.27 0 0.0 0 3.9531 0.0004 0.004 0 -0.032 0.013 -0.04 1.06 1.24 1.02 1.97 0.61 1.0 -1.01 -0.37 0.78 1.03 -0.38 1.05 -0.16 1.96 1.0
98543 5 0 1 5.240788147 0.4843910704 13.8 58.17 3.84 0.08 0.14 0.2 0.1 0.14 265 -0.72 0 0.0 0 4.7148 0.0004 0.005 0 0.184 0.002 0.19 1.02 1.34 1.01 0.2 0.21 1.01 0.23 -0.15 1.05 1.0 -0.06 1.05 -0.48 0.51 1.0
98688 5 0 1 5.2475839593 -0.4836286353 7.27 32.97 14.0 0.16 0.11 0.18 0.2 0.14 87 -2.33 1 0.0 0 4.4512 0.0073 0.049 2 1.64 0.008 2.5 1.1 -2.84 1.05 0.88 0.54 1.01 0.54 -0.2 0.63 1.11 -0.55 1.84 -0.12 -2.88 1.0
98920 5 0 1 5.258493387 0.3489066282 20.34 29.63 79.94 0.28 0.26 0.39 0.34 0.38 92 3.31 0 0.0 0 5.2513 0.0008 0.006 0 1.058 0.002 1.1 1.14 -1.05 1.02 -1.14 0.65 1.03 1.81 -0.07 -0.6 1.12 -0.43 0.0 0.83 -1.65 1.0
99240 5 0 1 5.2739384964 -1.1550470499 163.71 1211.03 -1130.05 0.12 0.11 0.17 0.13 0.13 136 0.42 0 0.0 0 3.6876 0.0005 0.005 0 0.751 0.021 0.76 1.04 0.47 1.02 0.71 0.2 1.0 -1.73 -0.99 0.54 1.01 -1.12 0.89 0.09 1.25 1.0
99473 75 4 1 5.2853125576 -0.0143374561 11.39 35.26 5.71 0.22 0.12 0.24 0.35 0.18 94 4.49 0 0.0 0 3.2245 0.0004 0.004 0 -0.066 0.008 -0.06 1.09 -2.07 1.07 1.25 0.89 1.02 -1.14 -0.41 -0.66 1.0 -0.36 -2.36 0.55 0.1 1.0
100064 5 0 1 5.3147616297 -0.21894909 30.82 62.63 2.66 0.17 0.08 0.19 0.2 0.15 120 -1.59 0 0.0 0 3.7388 0.0005 0.004 0 0.883 0.055 0.92 1.09 -2.83 1.17 0.47 0.55 1.1 0.99 0.08 -1.26 1.0 -0.33 -3.24 2.1 -0.13 1.0
100345 75 4 1 5.3276645317 -0.2579841156 9.98 44.92 7.38 0.96 0.58 1.09 1.31 1.29 84 37.3 2 0.0 0 3.2104 0.0005 0.004 0 0.79 0.04 0.9 1.13 -4.01 1.18 -0.45 -0.42 1.08 1.4 0.2 -0.58 1.14 -0.57 -2.71 1.84 -2.18 1.0
100453 5 0 1 5.3329771576 0.7026116358 1.78 2.39 -0.91 0.21 0.21 0.27 0.23 0.23 136 20.19 0 0.0 0 2.3548 0.0011 0.008 2 0.673 0.012 0.65 1.02 -0.52 1.01 1.54 -0.09 1.01 1.19 -0.94 -0.33 1.01 -0.95 1.55 -1.15 -1.56 1.0
100751 1 0 1 5.3478960649 -0.990210468 18.24 6.9 -86.02 0.39 0.33 0.52 0.44 0.32 119 0.09 0 2.1 0 1.8583 0.0006 0.006 0 -0.118 0.008 -0.1 1.22 0.31 1.26 0.26 0.07 1.03 1.75 0.99 0.07 1.09 1.41 2.57 -0.75 1.32 1.0
101421 5 0 1 5.3809057021 0.1972803573 9.87 11.96 -28.97 0.16 0.13 0.21 0.23 0.18 75 -0.46 2 0.0 0 3.9978 0.0009 0.005 0 -0.123 0.004 -0.1 1.06 -1.24 1.08 1.0 0.7 1.02 -1.01 0.01 -0.79 1.06 0.22 -2.02 0.94 -1.9 1.0
101769 57 3 2 5.3998210942 0.2547343921 32.33 118.09 -48.06 0.41 0.33 0.47 0.47 0.43 102 15.77 0 0.0 1178 3.723 0.0006 0.004 0 0.425 0.015 0.5 1.39 -3.25 1.11 0.82 0.35 1.11 1.21 -1.6 -0.36 1.21 -2.09 -0.82 -0.11 -3.78 1.23
101772 5 0 1 5.3999025096 -0.8253952181 33.17 49.24 66.53 0.15 0.11 0.18 0.26 0.16 75 -0.28 1 0.0 0 3.2707 0.0006 0.005 0 0.998 0.004 0.98 1.04 -0.77 1.03 0.33 0.52 1.02 -0.98 0.13 0.63 1.01 0.29 -1.33 -0.45 0.93 1.0
101909 5 0 1 5.4065186865 0.2764293597 2.42 -0.71 -14.59 0.26 0.21 0.32 0.31 0.23 106 0.92 0 0.0 0 5.9349 0.0009 0.006 0 -0.145 0.002 -0.14 1.09 -1.51 1.08 0.45 0.3 1.03 0.52 -1.02 0.09 1.11 -1.43 -0.76 -1.12 -2.25 1.0
102098 5 0 1 5.4167684854 0.7902909202 2.31 2.01 1.85 0.29 0.25 0.32 0.34 0.27 122 24.08 0 0.0 0 1.2966 0.0021 0.016 2 0.092 0.007 0.16 1.06 0.87 1.07 1.38 0.0 1.02 2.56 0.02 -0.8 1.0 0.24 4.11 -1.9 0.14 1.0
102281 5 0 1 5.4256138327 0.2631028406 14.61 -20.44 -43.33 0.15 0.13 0.2 0.19 0.14 101 -0.85 0 0.0 0 4.504 0.003 0.025 1 0.302 0.013 0.34 1.06 -0.79 1.08 0.85 -0.12 1.02 0.92 -1.48 -0.69 1.05 -1.96 -1.4 -0.52 -2.19 1.0
102395 5 0 1 5.4321595407 -1.1554644831 24.14 -42.67 9.94 0.08 0.09 0.16 0.11 0.12 262 -0.97 3 0.0 0 3.4733 0.0003 0.003 0 0.163 0.005 0.2 1.22 7.03 1.02 0.1 0.33 1.0 -3.46 -0.77 -0.24 1.19 -2.29 -1.77 0.59 5.3 1.0
102485 5 0 1 5.4371199458 -0.4410537256 68.13 -51.96 -156.56 0.22 0.12 0.27 0.25 0.22 70 0.03 0 0.0 0 4.232 0.0005 0.004 0 0.426 0.005 0.49 1.09 -1.15 1.03 -0.26 0.35 1.27 1.66 0.23 -1.49 1.01 0.03 -0.91 3.4 -0.57 1.0
102488 5 0 1 5.4376047148 0.5928788067 44.86 355.66 330.6 0.07 0.08 0.12 0.08 0.09 189 -0.5 0 0.0 0 2.6429 0.0003 0.005 0 1.021 0.015 1.0 1.04 2.8 1.03 -0.13 -0.24 1.01 2.54 0.94 0.91 1.04 1.31 2.44 -0.81 2.81 1.0
102532 95 3 1 5.4395744565 0.2814304147 25.82 -24.17 -199.96 1.08 0.71 1.32 1.4 0.69 109 40.31 3 0.0 0 4.4364 0.006 0.036 0 1.042 0.004 1.03 1.04 0.58 1.06 0.54 -0.08 1.03 -0.44 -1.1 0.19 1.02 -1.73 -0.54 -1.77 -1.42 1.0
102618 5 0 1 5.4440115501 -0.1657310527 15.7 33.98 -34.77 0.16 0.1 0.21 0.22 0.14 138 -0.01 0 0.0 0 3.7818 0.0004 0.004 0 0.0 0.012 -0.01 1.15 -4.56 1.28 1.22 -0.55 1.03 -2.17 1.45 -1.05 1.0 4.04 -5.4 1.01 -0.4 1.0
102831 7 0 1 5.4540142558 -0.5895665123 8.62 0.76 -21.07 0.73 0.39 0.71 0.76 0.61 78 10.85 0 0.0 1188 5.0571 0.0006 0.005 0 1.003 0.003 0.97 1.51 -2.48 1.13 0.57 0.33 1.2 -0.86 0.22 0.14 1.07 0.81 -0.54 -0.22 -1.45 1.3
102978 1 0 1 5.4621021643 -0.4698273838 3.87 -8.36 -0.36 0.53 0.35 0.68 0.78 0.64 104 0.15 0 2.1 0 4.2197 0.0011 0.008 0 1.633 0.047 1.76 1.07 -1.3 1.26 0.15 -0.04 1.2 -0.3 0.21 -0.66 1.01 0.56 -1.25 0.82 -0.25 1.0
103227 5 0 1 5.4751400131 -1.0202164157 5.33 20.79 -25.2 0.11 0.1 0.16 0.14 0.13 104 -2.41 0 0.0 0 3.834 0.0006 0.005 0 1.25 0.015 1.11 1.03 0.44 1.01 0.44 -0.03 1.02 1.04 -0.73 -0.63 1.08 -0.74 -0.43 -1.36 2.7 1.0
103738 5 0 1 5.5034203151 -0.5630042423 14.24 -1.73 0.41 0.23 0.15 0.26 0.28 0.21 96 0.28 0 0.0 0 4.8136 0.0013 0.011 2 0.89 0.003 0.9 1.11 -2.13 1.09 0.56 1.0 1.09 0.78 0.6 -1.42 1.03 0.56 -1.17 1.31 -1.12 1.0
104139 5 0 1 5.5237328725 -0.3007675455 20.11 79.33 -62.01 0.25 0.18 0.28 0.39 0.24 118 5.06 0 0.0 0 4.0838 0.0004 0.003 0 -0.01 0.008 0.0 1.37 -7.21 1.23 1.27 0.14 1.04 -2.73 2.31 -0.79 1.08 5.65 -3.25 1.62 -2.23 1.0
104521 15 3 2 5.5429090802 0.1768358642 27.55 48.74 -153.03 0.47 0.48 0.62 0.66 0.52 69 11.8 0 0.0 0 4.7812 0.0005 0.005 0 0.262 0.005 0.26 1.09 -0.97 1.4 0.69 1.52 1.14 1.29 -0.58 0.32 1.0 -0.97 2.86 -2.33 -0.18 1.0
104732 7 1 1 5.5542326582 0.5275620911 22.79 6.51 -68.21 0.19 0.22 0.35 0.24 0.23 180 19.14 0 0.0 1205 3.3743 0.0003 0.004 0 0.99 0.0 0.97 1.11 0.89 1.09 -0.04 0.35 1.06 -3.76 -2.41 0.49 1.02 -2.33 -1.64 0.26 -0.06 1.07
104858 55 3 2 5.5609673499 0.174667643 54.09 42.39 -304.19 0.54 0.45 0.66 0.68 0.42 78 15.42 1 0.0 0 4.5928 0.0006 0.005 0 0.529 0.015 0.57 1.23 -2.95 1.14 1.14 0.31 1.04 -0.91 0.91 0.25 1.19 1.49 2.1 -1.82 -3.86 1.0
104987 5 0 1 5.5668292305 0.0915961702 17.14 59.88 -94.09 0.16 0.16 0.21 0.23 0.18 66 -0.45 0 0.0 0 4.0423 0.0005 0.006 0 0.549 0.003 0.62 1.06 -2.23 1.18 0.2 1.17 1.08 0.61 -0.82 -1.09 1.1 -1.12 2.96 -1.2 -2.42 1.0
105140 5 0 1 5.5760540002 -0.5615158002 17.9 54.36 -23.29 0.21 0.15 0.23 0.31 0.13 74 -0.84 1 0.0 0 4.7454 0.0006 0.004 0 0.07 0.01 0.09 1.06 -0.45 1.25 -0.24 0.65 1.11 -0.85 1.02 -1.23 1.0 1.68 4.02 -1.6 -0.69 1.0
105199 5 0 1 5.5788418042 1.0923222563 66.5 150.55 49.09 0.09 0.09 0.11 0.09 0.09 131 -0.29 4 0.0 0 2.5141 0.0004 0.004 0 0.257 0.003 0.26 1.1 -1.44 1.06 1.15 -1.58 1.03 4.55 -3.11 -1.81 1.06 -3.65 2.47 -1.22 -3.61 1.0
105319 15 3 2 5.5844633843 -0.9328656395 33.02 107.9 -66.41 0.38 0.26 0.49 0.44 0.26 114 14.6 0 0.0 0 4.4458 0.0006 0.005 0 0.191 0.004 0.21 1.04 0.8 1.03 -1.02 0.58 1.0 -0.57 -0.67 -0.32 1.08 -1.05 -1.59 -0.02 3.43 1.0
105515 5 0 1 5.5948548929 -0.2938184194 16.58 30.0 4.52 0.22 0.13 0.27 0.26 0.14 76 0.53 0 0.0 0 4.4388 0.0009 0.01 2 0.888 0.031 0.89 1.08 -3.16 1.05 -0.28 1.02 1.06 0.2 0.57 -1.54 1.14 0.78 -0.85 0.69 -4.0 1.0
105570 5 0 1 5.5976768255 0.1188763523 9.86 53.98 11.34 0.28 0.16 0.29 0.44 0.19 86 0.36 1 0.0 0 5.1828 0.0005 0.004 0 0.064 0.003 0.07 1.18 -3.05 1.07 0.07 0.58 1.03 -1.69 0.92 -0.72 1.26 2.6 -1.76 0.49 -4.17 1.0
105858 5 0 1 5.6131601046 -1.1408893452 107.97 80.56 800.6 0.1 0.11 0.19 0.12 0.14 266 0.81 0 0.0 0 4.3296 0.0003 0.005 0 0.494 0.02 0.61 1.08 3.37 1.01 0.14 0.36 1.01 2.01 0.88 0.13 1.12 1.32 0.53 0.79 3.74 1.0
105881 5 0 1 5.614144445 -0.3911523446 8.46 -2.23 18.1 0.19 0.12 0.21 0.22 0.11 93 1.58 1 0.0 0 3.9246 0.0006 0.004 0 1.002 0.009 0.88 1.12 -2.87 1.13 0.31 -0.28 1.06 0.31 1.7 -1.79 1.06 2.49 3.23 0.63 -3.55 1.0
106032 1 0 1 5.6228381573 1.2315164467 4.76 12.54 8.39 0.3 0.26 0.3 0.37 0.27 116 -0.11 0 1.8 0 3.1438 0.0022 0.013 1 -0.201 0.003 -0.25 1.06 0.16 1.09 0.22 -1.1 1.01 0.88 0.0 -0.01 1.0 0.04 1.27 -0.52 0.16 1.0
106278 5 0 1 5.6354878559 -0.0972350084 6.07 18.77 -8.21 0.19 0.18 0.22 0.27 0.21 72 1.81 4 0.0 0 3.0404 0.0006 0.004 0 0.828 0.01 0.82 1.2 -4.35 1.22 0.53 0.66 1.05 0.58 -0.5 -0.16 1.26 -0.87 3.95 -1.62 -4.24 1.0
106985 75 4 1 5.67270857 -0.2908111754 20.77 187.56 -22.45 0.61 0.43 0.72 0.78 0.47 71 21.93 0 0.0 0 3.766 0.0005 0.004 0 0.32 0.002 0.32 1.12 -3.41 1.04 0.65 0.71 1.04 -0.94 1.06 -0.51 1.03 1.9 -1.26 -1.68 -1.94 1.0
107089 1 2 1 5.6787539579 -1.350700923 47.17 66.41 -239.1 1.57 1.44 1.93 2.02 1.62 137 0.06 0 12.2 0 3.8981 0.0004 0.004 0 1.008 0.003 0.98 1.01 0.09 1.01 0.03 0.04 1.01 0.01 0.01 -0.05 1.03 0.01 0.07 0.03 0.14 1.0
107310 15 3 2 5.6903845519 0.5016638713 44.97 260.72 -243.21 0.33 0.3 0.43 0.36 0.31 165 6.08 0 0.0 0 4.6029 0.0004 0.005 0 0.512 0.007 0.58 1.06 1.82 1.42 -0.38 0.26 1.11 0.47 0.52 -0.87 1.01 0.97 4.33 -1.94 0.49 1.0
107315 5 0 1 5.6905834997 0.172351396 4.73 26.92 0.44 0.15 0.11 0.17 0.18 0.12 87 0.36 2 0.0 0 2.546 0.0012 0.015 2 1.52 0.51 1.42 1.1 -3.83 1.09 -0.86 -0.49 1.03 1.28 -0.64 -0.45 1.07 -1.55 4.1 -1.78 -3.29 1.0
107354 55 3 2 5.6925880016 0.4475897395 29.22 48.13 14.29 0.59 0.56 0.74 0.74 0.68 98 26.86 0 0.0 0 4.2347 0.0006 0.004 0 0.425 0.009 0.48 1.03 -0.85 1.1 0.36 0.81 1.06 0.99 -0.36 0.37 1.0 -0.54 1.86 -1.88 -0.37 1.0
107556 5 0 1 5.7030295246 -0.2814616727 84.27 261.7 -296.7 0.17 0.14 0.19 0.22 0.14 61 0.16 0 0.0 0 2.9409 0.0038 0.025 1 0.18 0.15 0.35 1.16 -3.01 1.17 0.45 -0.24 1.06 -0.1 1.35 -0.77 1.01 1.61 3.6 -2.03 -1.11 1.0
107608 5 0 1 5.7060757051 -0.5392771747 10.16 -34.4 -0.08 0.28 0.26 0.4 0.34 0.33 78 2.09 0 0.0 0 5.0443 0.0005 0.005 0 0.042 0.002 0.06 1.2 -3.48 1.35 0.85 0.4 1.18 -1.3 0.76 -2.35 1.11 1.86 -3.42 1.26 -1.73 1.0
108085 1 1 1 5.7330905586 -0.6521391882 15.45 98.07 -13.22 0.54 0.37 0.67 0.6 0.4 92 0.38 1 2.6 0 2.9763 0.0004 0.004 0 -0.084 0.003 -0.1 1.02 -0.39 1.07 -0.08 0.25 1.06 0.2 0.09 -0.4 1.02 0.1 -0.79 0.78 -0.49 1.0
108661 15 3 2 5.7632382726 -0.4966114036 3.99 15.57 -1.03 0.56 0.29 0.48 0.66 0.31 92 3.9 0 0.0 0 5.4012 0.0008 0.006 0 -0.095 0.007 -0.08 1.11 0.15 1.12 0.0 0.01 1.03 -0.44 0.84 -0.3 1.01 1.64 -0.98 -0.83 0.52 1.0
109074 5 0 1 5.7848229225 -0.0055820216 6.23 18.25 -9.39 0.17 0.14 0.19 0.24 0.13 53 -0.22 0 0.0 0 3.108 0.0006 0.006 0 0.969 0.011 0.92 1.15 -3.02 1.02 0.07 0.67 1.0 -1.41 0.33 -0.17 1.01 1.01 0.82 -0.07 -1.0 1.0
109111 5 0 1 5.7862685206 -0.6901563983 13.47 -23.8 -124.58 0.18 0.16 0.22 0.2 0.16 76 -1.07 0 0.0 0 4.6247 0.0006 0.005 0 1.349 0.06 1.31 1.1 -1.63 1.17 1.43 0.87 1.0 0.0 0.52 -0.28 1.0 0.66 -3.32 -0.4 -0.44 1.0
109139 5 0 1 5.7876721702 -0.242069145 18.62 36.89 -58.99 0.2 0.11 0.22 0.21 0.11 64 -1.71 1 0.0 0 4.2648 0.0006 0.004 0 -0.075 0.003 -0.06 1.19 -2.48 1.03 0.87 0.12 1.05 2.36 -0.91 0.21 1.02 -2.67 1.06 -2.48 -1.4 1.0
109176 1 0 1 5.7901643051 0.4423545037 85.28 296.53 27.29 0.5 0.53 0.63 0.59 0.58 80 0.57 0 2.7 0 3.8678 0.0006 0.004 0 0.435 0.007 0.51 1.03 -0.43 1.15 -0.08 0.38 1.0 0.12 0.07 0.11 1.03 0.05 0.94 0.09 -0.44 1.0
109268 5 0 1 5.7955022402 -0.8196173671 32.29 126.69 -147.47 0.13 0.13 0.21 0.14 0.14 135 6.1 0 0.0 0 1.6983 0.0004 0.005 0 -0.07 0.005 -0.05 1.14 -3.89 1.04 0.39 0.96 1.04 3.91 -0.24 -1.14 1.05 -1.43 -1.84 2.71 -3.03 1.0
109352 7 1 1 5.7998509627 0.5789693071 11.3 -61.14 -66.84 0.18 0.25 0.3 0.32 0.32 186 3.68 0 0.0 1260 5.7472 0.0005 0.006 0 0.985 0.003 0.97 1.18 -2.0 1.06 0.2 -0.05 1.01 1.14 -0.34 0.73 1.71 -0.51 0.68 -0.48 -2.02 1.08
109422 5 0 1 5.8038367094 -0.5680774521 54.71 428.96 13.35 0.23 0.17 0.28 0.25 0.18 85 1.19 0 0.0 0 5.0428 0.0005 0.004 0 0.489 0.007 0.54 1.05 -1.21 1.04 0.23 0.77 1.05 0.77 0.53 -1.34 1.01 0.52 -0.9 0.36 -1.03 1.0
109427 1 1 1 5.8040793159 0.1081718284 35.34 282.18 30.46 0.77 0.54 0.85 0.95 0.67 74 0.59 0 3.3 0 3.5534 0.0008 0.005 0 0.086 0.002 0.09 1.05 -0.47 1.04 -0.04 0.25 1.02 0.26 -0.16 -0.01 1.01 -0.3 0.22 -0.27 -0.18 1.0
109492 5 0 1 5.806947637 1.01580344 3.9 13.52 5.24 0.08 0.08 0.1 0.1 0.09 136 -3.29 0 0.0 0 3.512 0.0013 0.011 2 1.558 0.004 1.58 1.01 0.05 1.03 -0.63 -1.02 1.01 0.92 -0.64 -0.46 1.02 -0.7 1.75 -0.72 -1.57 1.0
109937 5 0 1 5.829266635 0.6588397086 5.25 8.85 -0.72 0.17 0.16 0.23 0.29 0.23 106 2.4 0 0.0 0 4.29 0.0006 0.005 0 1.447 0.001 1.33 1.01 -1.03 1.0 0.3 0.37 1.01 0.01 0.07 0.32 1.0 0.08 -0.08 -0.37 -0.33 1.0
110003 5 0 1 5.8330333615 -0.1358431158 17.4 118.8 -22.18 0.21 0.16 0.23 0.25 0.17 60 0.16 0 0.0 0 4.3335 0.0008 0.005 0 0.979 0.019 0.95 1.06 -1.62 1.01 -0.91 -0.21 1.0 0.24 0.23 -0.23 1.02 0.22 0.62 -0.38 -1.12 1.0
110130 75 4 1 5.8403209499 -1.0517265895 16.33 -70.72 -39.44 0.37 0.37 0.59 0.42 0.38 155 38.67 0 0.0 0 3.0103 0.0006 0.005 0 1.39 0.003 1.37 1.01 0.83 1.02 -0.27 0.96 1.01 0.22 -0.82 -0.87 1.01 -0.82 1.32 1.02 1.34 1.0
110395 1 2 1 5.8540742823 -0.0242138789 19.92 129.53 7.77 0.97 0.67 1.04 1.42 0.72 53 0.05 0 3.7 0 3.8423 0.001 0.005 0 -0.057 0.009 -0.06 1.03 -0.18 1.05 -0.2 0.16 1.01 0.0 0.01 -0.03 1.01 0.01 0.38 0.14 0.22 1.0
110538 5 0 1 5.8623890691 0.9115767363 19.19 -13.25 -186.77 0.12 0.12 0.16 0.13 0.13 136 -1.61 0 0.0 0 4.5867 0.0005 0.004 0 1.015 0.005 1.03 1.06 -0.16 1.04 0.35 0.06 1.02 1.94 -1.81 0.41 1.02 -1.91 1.28 -1.35 -1.24 1.0
110609 7 0 1 5.8665603547 0.8635260945 1.45 -5.55 -2.85 0.25 0.24 0.35 0.31 0.32 173 17.04 0 0.0 1270 4.6112 0.0008 0.007 0 0.092 0.034 0.18 1.05 -0.5 1.06 0.14 -0.9 1.06 2.0 -1.73 -0.77 1.22 -1.96 1.87 -0.05 -1.14 1.3
110960 17 3 2 5.8853811479 -0.0003502047 35.5 182.92 50.36 1.63 2.63 1.26 2.17 3.27 72 16.0 0 0.0 1277 3.745 0.0008 0.006 0 0.406 0.015 0.5 2.85 -3.93 3.16 -0.65 -0.02 1.35 0.96 -0.95 -0.22 2.36 -1.46 2.61 -0.09 -1.42 1.31
110997 5 0 1 5.8872976637 -0.7591406325 10.54 25.72 -3.32 0.18 0.12 0.22 0.23 0.13 100 0.5 0 0.0 0 4.1394 0.0008 0.005 0 1.021 0.004 0.98 1.06 0.78 1.04 -0.24 1.13 1.03 -1.34 0.15 -1.15 1.0 0.06 0.87 0.43 -0.75 1.0
111022 5 0 1 5.8884371236 0.8326423929 1.98 -0.37 -3.33 0.12 0.12 0.18 0.13 0.12 182 -0.14 1 0.0 0 4.428 0.0044 0.04 2 1.679 0.005 1.9 1.03 0.62 1.05 0.02 0.14 1.04 -0.39 -1.46 0.64 1.01 -1.58 2.14 -2.27 -0.85 1.0
111104 5 0 1 5.8926141911 0.7526451369 1.9 -1.98 -5.36 0.12 0.14 0.21 0.13 0.16 237 2.18 0 0.0 0 4.4912 0.0004 0.006 0 -0.086 0.018 -0.09 1.12 4.08 1.03 -0.46 0.29 1.01 -0.01 0.8 0.57 1.09 0.61 1.78 -0.91 2.87 1.0
111123 15 3 2 5.8933089527 -0.1863642637 11.26 0.3 -26.87 1.05 0.71 1.26 1.27 0.77 74 32.49 0 0.0 0 4.8253 0.0006 0.005 0 -0.053 0.007 -0.04 1.08 -1.04 1.06 -1.72 0.79 1.11 -0.02 0.46 -1.18 1.0 0.66 1.01 -2.28 -0.14 1.0
111169 5 0 1 5.8961131509 0.8775943054 31.79 137.51 17.01 0.09 0.08 0.12 0.09 0.08 169 -3.26 0 0.0 0 3.782 0.0003 0.003 0 0.031 0.003 0.05 1.03 -0.27 1.07 -0.46 -1.43 1.02 1.14 -2.09 0.7 1.01 -2.28 3.29 -2.21 -1.18 1.0
111188 5 0 1 5.8970522677 -0.5645446875 22.84 59.12 -18.83 0.16 0.15 0.21 0.17 0.14 102 1.18 1 0.0 0 4.3003 0.0004 0.004 0 0.011 0.002 0.03 1.12 -3.64 1.02 0.63 -0.54 1.01 -0.91 0.48 -0.49 1.1 0.94 1.05 0.98 -3.57 1.0
111497 5 0 1 5.9138539234 -0.0020483403 19.43 89.74 -55.81 0.19 0.14 0.25 0.25 0.18 73 0.28 0 0.0 0 4.0159 0.0005 0.004 0 -0.083 0.007 -0.07 1.08 -1.98 1.19 -1.36 -0.81 1.18 1.3 -0.32 -2.38 1.05 -0.93 3.7 -0.51 -1.79 1.0
111954 1 1 1 5.9369792909 -0.4720001247 6.7 23.22 -0.16 0.62 0.41 0.66 0.7 0.46 100 0.58 1 2.5 0 4.1591 0.0005 0.004 0 -0.105 0.01 -0.07 1.13 -0.55 1.23 0.03 0.01 1.01 0.75 -0.05 -0.16 1.01 -0.3 1.59 -0.03 -0.24 1.0
112029 5 0 1 5.9404953522 0.189043435 15.96 77.22 -11.38 0.14 0.11 0.19 0.17 0.15 94 -0.61 0 0.0 0 3.3887 0.0004 0.004 0 -0.086 0.008 -0.06 1.06 -2.96 1.11 -1.04 0.64 1.12 -0.18 0.09 0.27 1.0 0.19 2.56 -3.24 -0.24 1.0
112122 7 0 1 5.9457502519 -0.8182900416 18.43 135.16 -4.38 0.36 0.26 0.42 0.44 0.31 102 22.05 0 0.0 1285 2.0699 0.0143 0.084 2 1.61 0.3 2.6 1.08 -1.75 1.06 0.53 1.34 1.05 1.57 -0.53 -1.64 1.3 -1.01 2.65 0.34 -3.79 1.09
112158 75 4 1 5.947218774 0.527461319 15.22 13.16 -25.67 0.43 0.46 0.71 0.5 0.56 147 42.34 0 0.0 0 3.0897 0.0004 0.004 0 0.852 0.008 0.87 1.12 -3.58 1.13 -1.21 -2.1 1.01 0.21 0.65 0.86 1.07 0.54 2.97 -0.77 -3.05 1.0
112405 1 1 1 5.9605701466 -1.4203771718 21.85 -54.49 1.16 0.34 0.37 0.43 0.42 0.42 131 0.66 0 2.5 0 4.1964 0.0004 0.005 0 0.208 0.005 0.24 1.01 0.09 1.02 0.22 0.43 1.0 0.24 -0.04 0.12 1.0 -0.03 0.34 0.09 0.17 1.0
112440 5 0 1 5.9626150389 0.4112986917 8.93 55.75 -10.15 0.19 0.15 0.24 0.22 0.2 101 2.24 0 0.0 0 4.132 0.0005 0.005 0 1.07 0.002 0.99 1.02 -0.79 1.02 -0.84 0.33 1.03 -0.12 -0.34 0.78 1.01 -0.44 0.97 -1.15 -0.6 1.0
112447 5 0 1 5.9633131013 0.212477846 61.36 234.18 -493.29 0.16 0.12 0.19 0.21 0.17 93 -1.57 0 0.0 0 4.3058 0.0006 0.005 0 0.501 0.007 0.6 1.13 -2.45 1.1 0.02 -0.07 1.11 1.81 0.05 -0.74 1.01 -0.65 2.39 -2.25 -0.78 1.0
112623 5 0 1 5.971440205 -0.8956454387 25.3 108.43 -64.83 0.33 0.29 0.48 0.44 0.35 112 21.53 0 0.0 0 3.519 0.0005 0.004 0 0.083 0.007 0.1 1.03 -0.58 1.03 0.83 1.05 1.01 1.04 -0.22 -0.43 1.01 -0.31 1.29 -0.97 -1.21 1.0
112716 5 0 1 5.9759717102 -0.2372345337 10.27 -13.71 -39.03 0.25 0.2 0.29 0.43 0.27 61 0.93 1 0.0 0 4.1494 0.0018 0.008 0 1.57 0.0 1.72 1.1 -2.17 1.27 -1.02 0.02 1.08 0.21 0.24 0.05 1.0 0.25 3.18 -1.69 0.2 1.0
